28131,19677,569,597,685,1158,2130,2820,375
28131,19677,506,601,707,1149,2151,2811,363
28131,19677,506,605,713,1160,2126,2804,401
28131,19677,596,603,710,1207,2125,2799,419
28131,19677,571,623,687,1165,2180,2804,372
28131,19677,536,612,713,1128,2201,2828,391
28131,19677,545,650,690,1136,2205,2820,364
28131,19677,483,589,691,1218,2150,2805,403
28130,19678,558,613,701,1140,2133,2802,368
28109,19698,539,598,686,1132,2133,2809,348
28085,19721,579,622,725,1142,2140,2623,253
28064,19745,579,630,691,1177,2142,2371,282
28045,19768,600,675,693,1149,2206,2143,473
28024,19793,580,638,759,1125,2136,1938,442
28004,19816,528,681,841,1101,2196,1826,481
27982,19839,528,675,740,1045,2191,1709,503
27959,19863,619,650,823,1071,2169,1542,676
27937,19886,629,725,764,1097,2141,1493,630
27915,19907,679,715,849,1083,2087,1362,648
27893,19930,679,808,833,1075,2141,1357,589
27870,19952,670,760,867,1030,2121,1239,620
27847,19976,706,787,900,1077,2101,1234,651
27826,19997,739,782,927,1044,2123,1144,657
27803,20018,773,793,957,1055,2103,1094,657
27780,20042,773,860,885,1136,2040,1047,582
27758,20064,777,860,929,1028,2069,1054,527
27736,20086,756,911,1042,1039,2044,1002,637
27714,20107,826,945,1020,1058,2060,960,488
27691,20128,879,937,1084,1072,2064,967,616
27669,20148,908,1032,1083,1048,2012,929,563
27647,20169,908,1076,1129,1038,2035,900,560
27625,20190,953,1112,1220,1068,2069,887,657
27602,20211,1056,1139,1253,1089,2039,817,576
27579,20234,1041,1218,1290,1092,2011,759,611
27556,20257,1041,1285,1399,1076,2025,834,606
27534,20281,1137,1388,1411,1123,2007,801,584
27511,20305,1123,1448,1563,1220,2005,802,612
27488,20330,1196,1516,1577,1283,2009,725,574
27467,20354,1301,1628,1767,1369,2016,732,583
27445,20375,1310,1759,1900,1401,1986,772,534
27423,20397,1418,1928,2082,1591,1985,796,615
27401,20418,1470,2059,2229,1663,1961,687,573
27379,20442,1651,2301,2520,1814,1949,699,622
27358,20465,1802,2446,2760,1989,1978,595,488
27342,20484,1802,2836,3049,2212,1978,696,561
27339,20492,2198,3189,3531,2585,1978,721,569
27344,20497,2244,3347,3818,2689,1959,712,629
27364,20516,2006,3331,3726,2654,1923,728,555
27384,20534,2006,3059,3832,3102,1935,819,605
27405,20554,1688,2683,3826,3315,1891,907,615
27422,20570,1310,2344,3645,3521,1755,853,590
27452,20590,1186,2127,3465,3663,1740,1084,556
27476,20607,927,1735,3182,3690,1667,1222,530
27494,20623,767,1422,2957,3629,1432,1425,495
27512,20640,603,1235,2547,3419,1322,1723,788
27529,20656,644,993,2320,3298,1596,1894,988
27546,20673,638,794,1951,3047,1571,2088,586
27566,20693,513,635,1808,2817,1631,2331,516
27584,20710,549,559,1460,2449,1831,2611,434
27599,20728,613,603,1280,2287,1898,2791,570
27618,20746,538,680,1024,1976,2088,3083,614
27636,20762,562,523,864,1830,2093,3190,673
27641,20773,519,502,690,1471,2249,3205,534
27641,20773,462,493,609,1322,2226,3152,572
27628,20787,451,514,650,1324,2156,3179,501
27607,20812,542,511,613,1248,2224,3109,560
27582,20837,464,527,608,1280,2211,2684,540
27559,20859,529,544,682,1368,2252,2358,666
27538,20882,491,490,647,1268,2253,2146,595
27516,20904,593,531,711,1276,2257,1949,695
27494,20927,591,625,749,1280,2233,1800,664
27474,20948,465,603,882,1247,2248,1753,774
27454,20970,621,593,761,1230,2258,1552,663
27433,20993,611,595,751,1294,2241,1510,663
27410,21016,635,605,858,1254,2244,1425,665
27388,21040,598,629,857,1215,2285,1343,654
27367,21066,630,636,855,1242,2291,1262,662
27346,21090,639,668,974,1114,2300,1213,724
27325,21113,619,680,827,1174,2290,1112,657
27303,21135,667,710,827,1183,2275,1087,654
27282,21158,626,715,819,1195,2329,1051,620
27262,21181,602,734,820,1151,2320,984,629
27239,21204,628,738,827,1126,2229,956,616
27216,21226,641,805,825,1100,2256,992,672
27194,21250,641,812,777,1140,2247,920,616
27171,21274,631,768,826,1097,2222,899,640
27148,21298,688,824,933,1090,2268,866,580
27125,21321,718,825,933,1093,2236,843,620
27103,21344,758,880,1025,1063,2210,877,654
27082,21366,770,878,1086,1147,2206,795,655
27060,21389,805,944,1044,1043,2220,799,665
27036,21410,897,927,1072,1042,2175,759,620
27013,21433,933,943,1194,1095,2186,716,710
26991,21455,933,1012,1148,1100,2216,754,632
26968,21478,880,1029,1223,1056,2175,768,583
26944,21500,905,1070,1441,1088,2172,736,670
26921,21522,934,1141,1391,1037,2140,693,746
26899,21545,988,1225,1480,1059,2088,733,622
26878,21567,1014,1246,1527,1030,2132,659,645
26854,21589,1065,1282,1550,1042,2089,717,610
26832,21612,1161,1381,1564,1097,2157,663,625
26810,21634,1161,1473,1642,1281,2111,628,631
26788,21655,1242,1583,1677,1216,2108,681,632
26766,21677,1335,1691,1826,1356,2028,654,675
26743,21698,1397,1738,1881,1495,2075,647,664
26722,21720,1477,1935,1954,1482,2119,650,626
26701,21742,1583,2035,2121,1873,2087,597,704
26679,21765,1867,2315,2232,1996,2033,648,651
26656,21789,1867,2549,2499,2071,2013,568,670
26634,21814,2067,3015,2871,2092,2140,609,672
26624,21833,2342,3461,3661,2303,2062,677,631
26625,21841,2554,3892,4060,2536,2017,670,697
26613,21828,2551,3949,4057,2852,2012,697,658
26594,21806,2643,4003,4058,2694,1968,605,686
26572,21789,2975,4061,3755,2282,2032,576,690
26553,21776,3320,4058,3500,2258,2017,586,705
26546,21774,3935,4057,3266,1910,1924,607,904
26546,21774,4024,4060,3151,1755,1939,582,841
26546,21774,4024,4058,3155,1781,1905,598,858
26569,21795,4028,4058,3156,1764,1886,595,835
26592,21817,3840,4058,3440,2171,1954,602,1012
26614,21835,3233,4058,4014,2294,1995,595,653
26637,21853,2810,4057,4058,2653,2029,661,651
26651,21872,2473,3738,4058,3219,2011,782,623
26674,21888,2094,3738,4058,3219,2011,782,623
26690,21904,1375,2907,4059,4009,1860,772,726
26707,21923,1375,2720,4058,4060,1822,1029,681
26727,21941,1147,2254,4059,4055,1751,1203,690
26744,21957,873,1889,3845,4063,1546,1394,854
26762,21974,655,1554,3421,4057,1335,1571,428
26779,21993,656,1308,3026,4063,2070,1755,427
26796,22009,617,1119,2683,4054,1712,2073,370
26813,22027,598,854,2319,3781,1898,2285,771
26830,22046,690,677,2014,3353,1876,2572,640
26847,22062,614,621,1604,3040,2116,2748,516
26863,22078,677,548,1354,2733,2245,2978,485
26867,22088,677,538,1160,2265,2360,3106,550
26867,22087,622,581,1014,2150,2388,3171,566
26867,22087,607,590,1098,2120,2392,3176,593
26867,22087,665,608,1130,2139,2433,3218,536
26867,22087,576,611,1071,2090,2372,3195,557
26874,22094,537,581,1103,2082,2393,3178,580
26890,22116,529,587,1027,2053,2390,3213,531
26896,22120,587,605,749,1731,2507,3250,574
26896,22120,487,610,701,1624,2503,3254,562
26896,22120,538,645,734,1639,2520,3197,546
26896,22120,538,645,734,1639,2520,3197,546
26884,22136,535,562,715,1619,2435,3232,593
26862,22158,528,618,684,1591,2546,3133,543
26838,22179,530,678,674,1602,2527,2872,545
26814,22203,544,609,703,1658,2570,2420,534
26792,22228,559,694,698,1664,2513,2299,470
26770,22252,608,673,711,1641,2744,1985,590
26748,22274,596,677,730,1619,2687,1863,543
26727,22298,608,678,742,1683,2753,1742,646
26707,22322,556,705,778,1644,2761,1625,563
26686,22345,633,702,788,1553,2788,1563,625
26665,22367,637,713,783,1546,2785,1475,632
26643,22389,603,776,780,1525,2802,1373,551
26622,22411,726,797,795,1439,2813,1327,582
26602,22434,663,763,820,1471,2877,1245,565
26581,22454,660,818,855,1539,2876,1236,573
26560,22477,721,791,894,1573,2922,1100,566
26538,22502,835,844,921,1624,2902,1073,578
26517,22525,780,887,885,1601,2858,1027,491
26495,22550,800,909,909,1509,2915,996,552
26473,22575,817,956,853,1504,2934,971,632
26450,22599,853,974,892,1492,2957,934,596
26428,22622,856,1026,1043,1479,2928,914,625
26404,22645,917,1073,1016,1482,2914,855,564
26382,22668,947,1123,1166,1509,2922,827,526
26360,22691,947,1147,1242,1549,2992,824,575
26338,22714,962,1249,1328,1496,2949,797,561
26315,22736,1031,1341,1442,1508,2965,855,571
26292,22759,1080,1371,1540,1471,2917,733,657
26268,22784,1158,1466,1585,1493,2878,724,603
26245,22808,1234,1574,1705,1560,2949,754,588
26222,22831,1326,1684,1834,1553,2711,697,593
26199,22854,1413,1846,1863,1570,2673,691,551
26175,22876,1611,2016,1962,1670,2539,746,481
26152,22898,1884,2216,2059,1787,2578,662,563
26130,22920,1884,2494,2242,1904,2594,686,562
26108,22942,1977,2684,2621,2094,2683,661,552
26083,22967,2228,3211,3177,2329,2546,645,597
26069,22987,2931,3702,3961,2834,2829,674,564
26065,22991,2931,4059,4059,3166,2642,682,548
26065,22991,3134,4059,4058,3361,2758,621,573
26065,22991,3093,4058,4059,3305,2586,619,699
26065,22991,3002,4058,4059,3320,2583,672,657
26065,22991,3028,4058,4058,3297,2610,602,610
26078,23002,3014,4059,4057,3287,2603,666,554
26098,23022,2955,4057,4058,3471,3110,707,565
